x,y
7.537688442211049,81.42981237847519
8.542713567839186,100.60609580566128
9.547738693467323,121.80253023913508
10.552763819095475,145.01911567889692
11.557788944723612,170.25585212494616
12.562814070351749,197.51273957728313
13.567839195979886,226.78977803590777
14.572864321608023,258.08696750082015
15.577889447236174,291.40430797202066
16.58291457286431,326.7417994495085
17.58793969849245,364.09944193328397
18.5929648241206,403.47723542334774
19.597989949748737,444.87517991969867
20.603015075376874,488.2932754223374
21.60804020100501,533.7315219312637
22.613065326633148,581.1899194464777
23.6180904522613,630.6684679679802
24.623115577889436,682.1671674957697
25.628140703517573,735.6860180298469
26.633165829145725,791.2250195702127
27.63819095477386,848.7841721168653
28.643216080402,908.3634756698057
29.64824120603015,969.9629302290346
30.653266331658273,1033.5825357945494
31.658291457286424,1099.2222923663537
32.66331658291455,1166.882199944444
33.6683417085427,1236.5622585288238
34.67336683417085,1308.2624681194916
35.67839195979897,1381.982828716445
36.68341708542712,1457.723340319688
37.688442211055275,1535.4840029292188
38.6934673366834,1615.2648165450353
39.69849246231155,1697.0657811671415
40.7035175879397,1780.8868967955354
41.70854271356782,1866.7281634302149
42.713567839195974,1954.5895810711847
43.7185929648241,2044.4711497184394
44.72361809045225,2136.3728693719845
45.7286432160804,2230.294740031817
46.73366834170852,2326.236761697935
47.738693467336674,2424.198934370343
48.7437185929648,2524.1812580490364
49.74874371859295,2626.18373273402
50.7537688442211,2730.2063584252915
51.75879396984922,2836.2491351228477
52.76381909547737,2944.3120628266947
53.768844221105525,3054.395141536829
54.77386934673365,3166.4983712532485
55.7788944723618,3280.6217519759593
56.78391959798995,3396.7652837049573
57.78894472361807,3514.9289664402395
58.793969849246224,3635.112800181813
59.79899497487435,3757.3167849296706
60.8040201005025,3881.5409206838194
61.80904522613065,4007.7852074442562
62.81407035175877,4136.049645210976
63.819095477386924,4266.334233983988
64.82412060301505,4398.638973763284
65.8291457286432,4532.963864548872
66.83417085427135,4669.308906340749
67.83919597989947,4807.674099138907
68.84422110552762,4948.059442943359
69.84924623115577,5090.464937754096
70.8542713567839,5234.890583571119
71.85929648241205,5381.336380394433
72.8643216080402,5529.802328224035
73.86934673366832,5680.28842705992
74.87437185929647,5832.794676902097
75.8793969849246,5987.321077750557
76.88442211055275,6143.867629605311
77.8894472361809,6302.4343324663505
78.89447236180902,6463.021186333674
79.89949748743717,6625.62819120729
80.9045226130653,6790.25534708719
81.90954773869345,6956.90265397338
82.9145728643216,7125.570111865861
83.91959798994972,7296.257720764622
84.92462311557787,7468.965480669677
85.92964824120602,7643.6933915810205
86.93467336683415,7820.4414534986445
87.9396984924623,7999.209666422563
88.94472361809045,8179.998030352768
89.94974874371857,8362.806545289257
90.95477386934672,8547.635211232038
91.95979899497485,8734.484028181101
92.964824120603,8923.352996136458
93.96984924623115,9114.2421150981
94.97487437185927,9307.151385066029
95.97989949748742,9502.080806040249
96.98492462311555,9699.030378020752
97.9899497487437,9898.000101007545
98.99497487437185,10098.989975000628
100.0,10302.0
